aor,count,average_length_in_program,filename,fiscal_year
Dual Tech,9,9.666666666666666,20231108035328-FY23_detentionStats10312023.xlsx,ATD EOFY23 
St Paul,3467,926.7205076434958,20231108035328-FY23_detentionStats10312023.xlsx,ATD EOFY23 
GPS,124,638.0403225806451,20231108035328-FY23_detentionStats10312023.xlsx,ATD EOFY23 
SmartLINK,3094,813.1351001939237,20231108035328-FY23_detentionStats10312023.xlsx,ATD EOFY23 
VoiceID,242,2552.719008264463,20231108035328-FY23_detentionStats10312023.xlsx,ATD EOFY23 
Dual Tech,7,32.142857142857146,20231108035328-FY23_detentionStats10312023.xlsx,ATD EOFY23 
Washington DC,4080,580.6625,20231108035328-FY23_detentionStats10312023.xlsx,ATD EOFY23 
GPS,328,516.2987804878048,20231108035328-FY23_detentionStats10312023.xlsx,ATD EOFY23 
SmartLINK,3720,586.7865591397849,20231108035328-FY23_detentionStats10312023.xlsx,ATD EOFY23 
No Tech,2,1803,20231108035328-FY23_detentionStats10312023.xlsx,ATD EOFY23 
VoiceID,8,1584.75,20231108035328-FY23_detentionStats10312023.xlsx,ATD EOFY23 
Dual Tech,22,28.5,20231108035328-FY23_detentionStats10312023.xlsx,ATD EOFY23 
Total,194250,548.6796911196911,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Atlanta,5263,653.5876876306289,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,317,472.70662460567826,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,4649,575.4269735426974,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
No Tech,1,1222,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,284,2159.6021126760565,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,12,22.916666666666668,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Baltimore,3587,557.5742960691385,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,128,286.8203125,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,3395,566.7867452135494,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,25,1518.8,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,39,28.076923076923077,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Boston,7023,487.74725900612276,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,114,434.12280701754383,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,6881,490.2129051010028,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
No Tech,1,485,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,2,974,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,25,14.84,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Buffalo,600,953.295,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,10,140.1,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,338,365.2426035502959,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,252,1774.3015873015872,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Chicago,14065,687.6843938855314,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,499,258.3446893787575,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,12832,616.729816084788,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,701,2323.3323823109845,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,33,25.272727272727273,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dallas,2442,448.99262899262897,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,159,185.26415094339623,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,2267,468.8178209086899,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
No Tech,1,669,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,2,1687,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,13,10,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Denver,2936,513.507833787466,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,30,390,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,2828,481.02050919377655,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,61,2211.72131147541,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,17,42.23529411764706,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Detroit,10038,832.397688782626,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,112,422.10714285714283,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,9352,732.9266467065868,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,574,2533.104529616725,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
El Paso,2590,284.2776061776062,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,969,55.87203302373581,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,1432,289.16480446927375,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,188,1425.473404255319,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,1,66,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Harlingen,14413,206.1996114618747,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,2963,35.31420857239284,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,11261,252.56540271734303,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
No Tech,66,343.40909090909093,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,123,4.186991869918699,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Houston,2700,361.42703703703705,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,349,395.487106017192,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,2341,357.84280222127296,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,10,11.8,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Los Angeles,11499,508.16114444734325,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,625,252.8704,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,9894,416.3880129371336,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
No Tech,1,267,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VeriWatch,19,651.7368421052631,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,917,1692.5779716466739,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,43,18.930232558139537,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Miami,18204,439.72094045264777,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,440,314.92045454545456,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,17724,442.7116339426766,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,15,1277.0666666666666,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,25,13.52,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
New Orleans,4939,545.8981575217655,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,265,232.65660377358492,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,4603,558.4373234846839,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,35,1806.942857142857,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,36,22.416666666666668,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
New York,8793,558.8336176504038,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,369,517.6233062330623,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,8248,527.7030795344326,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
No Tech,3,587.6666666666666,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,172,2142.732558139535,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,1,13,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Newark,14095,817.4067399787159,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,237,433.23628691983123,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,12618,673.5791726105564,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
No Tech,7,964.2857142857143,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,1174,2479.7836456558775,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,59,24.28813559322034,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Philadelphia,8281,502.31904359376887,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,28,447.25,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,8233,500.2521559577311,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,15,1902.4666666666667,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,5,13.6,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Phoenix,5888,169.00407608695653,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,110,147.38181818181818,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,5666,171.24338157430287,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
No Tech,26,312.5769230769231,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,86,5.72093023255814,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Salt Lake City,7194,623.5688073394496,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,73,606.3013698630137,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,7034,606.5591413136195,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,79,2215.6835443037976,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,8,14.75,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
San Antonio,12773,186.72410553511313,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,3713,30.566119041206573,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,8804,247.88709677419354,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
No Tech,190,356.79473684210524,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,31,677.516129032258,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,35,9.8,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
San Diego,3278,517.2394752898109,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,256,483.3203125,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,2932,472.61630286493863,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
No Tech,5,2120,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,80,2192.45,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,5,14.8,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
San Francisco,18740,758.4453575240128,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,674,462.27299703264094,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,16022,590.6187117713145,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
No Tech,1,305,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,2029,2187.4391325776246,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,14,13,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Seattle,7229,739.3194079402407,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,138,266.34057971014494,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,6774,676.7376734573369,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,309,2341.233009708738,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,8,15.375,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
St Paul,3655,883.2820793433652,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,204,401.1421568627451,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,3205,789.4683307332293,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,241,2556.639004149378,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,5,33.4,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Washington DC,4025,581.5642236024845,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,323,518.9938080495356,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,3672,587.2124183006536,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
No Tech,2,1810,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,8,1591.75,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,20,28.15,20231116010655-FY23_detentionStats.xlsx,ATD FY24 YTD
Total,194427,548.584764461726,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Atlanta,5244,654.0594965675057,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,309,485.43042071197414,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,4633,575.5096050075545,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,285,2151.6666666666665,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,17,19.352941176470587,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Baltimore,3551,564.0047873838355,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,124,292.1693548387097,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,3361,571.9485272240405,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
No Tech,1,35,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,27,1595.4814814814815,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,38,29.473684210526315,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Boston,7048,482.88351305334845,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,113,409.69026548672565,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,6905,485.80318609703113,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,2,967,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,28,23.678571428571427,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Buffalo,602,947.9817275747508,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,9,147,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,340,355.90588235294115,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,253,1772.1501976284585,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Chicago,13882,695.0437256879412,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,430,306.57674418604654,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,12698,620.1945975744212,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
No Tech,3,277,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,708,2316.039548022599,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,43,22.11627906976744,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dallas,2358,471.02417302798983,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,156,192.23717948717947,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,2191,491.0629849383843,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
No Tech,1,59,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,3,1554.3333333333333,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,7,6.428571428571429,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Denver,2924,511.6812585499316,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,26,306.0769230769231,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,2797,478.0729352878084,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VeriWatch,17,920.7647058823529,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,61,2204.72131147541,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,23,38.56521739130435,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Detroit,10017,833.7814714984527,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,94,487.3936170212766,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,9343,732.1212672589104,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,580,2527.5258620689656,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
El Paso,2935,263.1434412265758,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,1183,51.44970414201183,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,1558,280.1341463414634,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,192,1431.8072916666667,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,2,52.5,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Harlingen,13995,212.84194355126832,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,2814,33.76048329779673,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,11025,257.81396825396826,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
No Tech,122,331.1393442622951,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,1,638,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,33,8.636363636363637,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Houston,2727,363.5863586358636,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,354,389.16101694915255,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,2365,360.93023255813955,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,8,17.125,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Los Angeles,11440,509.98505244755245,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,605,262.3371900826446,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,9834,414.74577994712223,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VeriWatch,25,584.44,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,935,1691.614973262032,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,41,15.463414634146341,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Miami,18321,437.57595109437256,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,433,325.3233256351039,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,17856,439.99036738351253,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
No Tech,1,297,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,15,1270.0666666666666,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,16,9.25,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
New Orleans,4817,553.0338384886859,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,215,263.2,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,4532,561.2418358340689,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,35,1799.942857142857,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,35,23.714285714285715,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
New York,8818,557.0418462236335,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,362,525.0718232044198,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,8279,525.0055562265974,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
No Tech,2,483.5,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,175,2139.6057142857144,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Newark,14081,813.2936581208721,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,244,422.2827868852459,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,12587,669.798204496703,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
No Tech,6,1111.8333333333333,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,1177,2472.197111299915,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,67,26.17910447761194,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Philadelphia,8413,499.5587780815405,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,22,507.54545454545456,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,8370,496.88972520908004,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,18,1811.611111111111,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,3,15.333333333333334,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Phoenix,6172,163.50826312378484,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,112,138.26785714285714,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,5957,165.27060600973644,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
No Tech,28,309.10714285714283,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,75,6.866666666666666,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Salt Lake City,7152,623.7815995525727,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,76,591.7763157894736,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,6975,606.5688888888889,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,94,1972.1914893617022,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,7,15.285714285714286,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
San Antonio,13088,183.99258863080684,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,3417,29.441322797775825,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,9412,234.84360390990224,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
No Tech,214,350.2429906542056,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,33,663.7878787878788,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,12,24.083333333333332,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
San Diego,3314,515.30687990344,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,227,540.7577092511013,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,2997,466.96162829496166,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
No Tech,5,2113,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,80,2185.45,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,5,18,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
San Francisco,18765,762.8737010391686,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,670,465.144776119403,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,16005,591.5436426116838,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
No Tech,1,298,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,2074,2186.8297974927677,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,15,15.933333333333334,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Seattle,7216,739.6847283813747,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,129,279.82945736434107,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,6756,672.7029307282415,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,322,2349.686335403727,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,9,9.666666666666666,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
St Paul,3467,926.7205076434958,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,124,638.0403225806451,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,3094,813.1351001939237,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,242,2552.719008264463,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,7,32.142857142857146,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Washington DC,4080,580.6625,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
GPS,328,516.2987804878048,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
SmartLINK,3720,586.7865591397849,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
No Tech,2,1803,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
VoiceID,8,1584.75,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Dual Tech,22,28.5,20231116010655-FY23_detentionStats.xlsx,ATD EOFY23 
Total,194250,548.6796911196911,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
Atlanta,5263,653.5876876306289,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,317,472.70662460567826,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,4649,575.4269735426974,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
No Tech,1,1222,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,284,2159.6021126760565,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,12,22.916666666666668,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
Baltimore,3587,557.5742960691385,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,128,286.8203125,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,3395,566.7867452135494,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,25,1518.8,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
Dual Tech,39,28.076923076923077,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
Boston,7023,487.74725900612276,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
GPS,114,434.12280701754383,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
SmartLINK,6881,490.2129051010028,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
No Tech,1,485,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
VoiceID,2,974,20231123222847-FY23_detentionStats.xlsx,ATD FY24 YTD
